Gene ID	Gene Name	'relapsing-remitting multiple sclerosis' vs 'normal' .foldChange	'relapsing-remitting multiple sclerosis' vs 'normal'.pValue
ENSG00000188542	DUSP28	-0.2	0.304946143073682
ENSG00000188549	CCDC9B	-0.1	0.862032518834549
ENSG00000188554	NBR1	-0.2	0.571044426259364
ENSG00000188566	NDOR1	0.6	0.0750323562119656
ENSG00000188603	CLN3	0.4	0.0333085853614962
ENSG00000188612	SUMO2	0.2	0.225379068463119
ENSG00000188636	RTL6	-0.7	0.0588086046320144
ENSG00000188641	DPYD	-0.2	0.590245268583162
ENSG00000188647	PTAR1	-1.0	0.0238332307700441
ENSG00000188649	CC2D2B	-0.2	0.679894208074768
ENSG00000188677	PARVB	0.8	0.00879508335306881
ENSG00000188681	TEKT4P2	1.4	0.0130320612248931
ENSG00000188687	SLC4A5	-0.7	0.0546776599555708
ENSG00000188690	UROS	0.4	0.106690887825762
ENSG00000188706	ZDHHC9	-0.2	0.486980417180193
ENSG00000188707	ZBED6CL	-0.1	0.866899003677736
ENSG00000188725	SMIM15	-0.6	0.141556532273778
ENSG00000188732	FAM221A	-0.7	0.0607576312806638
ENSG00000188735	TMEM120B	0.1	0.827079073581065
ENSG00000188739	RBM34	-0.2	0.682573834358406
ENSG00000188747	NOXA1	0.9	0.0321793591955924
ENSG00000188761	BCL2L15	-0.4	0.394014700554214
ENSG00000188785	ZNF548	-0.5	0.0788510438372196
ENSG00000188786	MTF1	-0.1	0.676908289476139
ENSG00000188807	TMEM201	-0.1	0.694771079578556
ENSG00000188811	NHLRC3	-0.7	0.0519206332817168
ENSG00000188818	ZDHHC11	-0.5	0.194655137996222
ENSG00000188820	CALHM6	0.9	0.095999186784367
ENSG00000188822	CNR2	0.1	0.751609995513887
ENSG00000188825	LINC00910	0.3	0.333508483467787
ENSG00000188846	RPL14	0.4	0.252439400701
ENSG00000188848	BEND4	-1.2	0.0171889338621483
ENSG00000188868	ZNF563	0.1	0.812941504739063
ENSG00000188878	FBF1	0.3	0.427645149296894
ENSG00000188897	ENSG00000188897	0.7	0.0975288709968576
ENSG00000188906	LRRK2	-0.3	0.504646738720109
ENSG00000188917	TRMT2B	-0.3	0.169396700297479
ENSG00000188921	HACD4	-0.1	0.658352530963898
ENSG00000188938	FAM120AOS	0.1	0.570348094197063
ENSG00000188976	NOC2L	0.1	0.66109817629574
ENSG00000188981	MSANTD1	-0.1	0.785851041168062
ENSG00000188986	NELFB	0.5	0.0930525787996169
ENSG00000188994	ZNF292	-1.0	0.0390118109988679
ENSG00000188997	KCTD21	0.4	0.0365885303905792
ENSG00000189007	ADAT2	-0.9	0.0105543114925084
ENSG00000189013	KIR2DL4	0.6	0.219320632763875
ENSG00000189042	ZNF567	-1.0	0.0154057385271688
ENSG00000189043	NDUFA4	1.1	0.0115655045519773
ENSG00000189050	RNFT1	-0.8	0.0802706436710494
ENSG00000189057	FAM111B	-0.4	0.482381035776625
ENSG00000189060	H1-0	-0.2	0.666892622895643
ENSG00000189067	LITAF	0.4	0.0719636824576503
ENSG00000189068	VSTM1	0.7	0.071991831567301
ENSG00000189077	TMEM120A	1.3	0.00366127171448832
ENSG00000189079	ARID2	-0.6	0.0739437758923771
ENSG00000189091	SF3B3	-0.1	0.698635251860976
ENSG00000189114	BLOC1S3	0.5	0.0824952799879771
ENSG00000189127	ANKRD34B	-0.5	0.402728311888266
ENSG00000189129	PLAC9	0.3	0.503333490475098
ENSG00000189144	ZNF573	-1.1	0.0310547962468366
ENSG00000189159	JPT1	1.0	0.00672112645166373
ENSG00000189164	ZNF527	-0.3	0.497955553935177
ENSG00000189171	S100A13	0.4	0.385941906631859
ENSG00000189180	ZNF33A	-0.3	0.272440922170566
ENSG00000189190	ZNF600	-0.4	0.212090282901588
ENSG00000189195	BTBD8	-0.5	0.263432239851467
ENSG00000189223	PAX8-AS1	-0.7	0.0936103232066152
ENSG00000189227	C15orf61	0.2	0.671445219115783
ENSG00000189233	NUGGC	-0.2	0.566633197489389
ENSG00000189241	TSPYL1	-0.4	0.130175561040901
ENSG00000189266	PNRC2	-0.5	0.198689482562533
ENSG00000189269	DRICH1	0.9	0.0812849367897405
ENSG00000189298	ZKSCAN3	-0.6	0.0916245414590277
ENSG00000189306	RRP7A	0.5	0.146458490084569
ENSG00000189308	LIN54	-0.6	0.0607576312806638
ENSG00000189319	FAM53B	0.2	0.207582664659928
ENSG00000189337	KAZN	0.7	0.121262276018437
ENSG00000189339	SLC35E2B	-0.3	0.19066134832867
ENSG00000189343	RPS2P46	0.4	0.343185323295107
ENSG00000189362	NEMP2	-0.8	0.00402981574210688
ENSG00000189369	GSPT2	-0.4	0.272444210049742
ENSG00000189376	C8orf76	0.3	0.327754282911396
ENSG00000189403	HMGB1	-0.2	0.527784734648896
ENSG00000189419	SPATA41	-0.1	0.762797771389622
ENSG00000189420	ZFP92	-0.3	0.466406516464564
ENSG00000196072	BLOC1S2	0.1	0.607070856407181
ENSG00000196074	SYCP2	-0.7	0.206088605098076
ENSG00000196083	IL1RAP	-0.1	0.855311511725475
ENSG00000196092	PAX5	-0.8	0.0222140315412619
ENSG00000196110	ZNF699	-0.7	0.158793622196749
ENSG00000196116	TDRD7	0.2	0.63187131108935
ENSG00000196118	CCDC189	0.8	0.149671437708383
ENSG00000196123	KIAA0895L	0.2	0.474797653053691
ENSG00000196126	HLA-DRB1	0.8	0.0180587257806377
ENSG00000196139	AKR1C3	0.6	0.165745374895734
ENSG00000196150	ZNF250	-0.1	0.63524315121883
ENSG00000196151	WDSUB1	-0.5	0.0992155934187893
ENSG00000196154	S100A4	1.2	0.00317787947240837
ENSG00000196155	PLEKHG4	-0.2	0.387619693121579
ENSG00000196169	KIF19	0.4	0.348221825358872
ENSG00000196172	ZNF681	-0.9	0.0499415269271215
ENSG00000196177	ACADSB	-0.9	0.0310547962468366
ENSG00000196182	STK40	0.7	0.0171897028889736
ENSG00000196187	TMEM63A	-0.1	0.757629299090379
ENSG00000196188	CTSE	-0.1	0.90570495121054
ENSG00000196189	SEMA4A	0.5	0.0739654118160692
ENSG00000196199	MPHOSPH8	-0.1	0.708226724130787
ENSG00000196204	RNF216P1	0.3	0.169339856250632
ENSG00000196205	EEF1A1P5	-0.4	0.277390582732496
ENSG00000196209	SIRPB2	0.6	0.0333874293764845
ENSG00000196218	RYR1	0.2	0.46957585816968
ENSG00000196220	SRGAP3	0.1	0.815616326683902
ENSG00000196227	FAM217B	-0.5	0.133423590607532
ENSG00000196230	TUBB	0.3	0.265520798615451
ENSG00000196233	LCOR	-0.3	0.337729303442574
ENSG00000196235	SUPT5H	0.2	0.332235000622577
ENSG00000196236	XPNPEP3	-0.2	0.46841972972095
ENSG00000196247	ZNF107	-0.8	0.0343614613650453
ENSG00000196262	PPIA	0.6	0.0701534920302066
ENSG00000196263	ZNF471	-0.6	0.308543521890112
ENSG00000196267	ZNF836	-0.3	0.379806508492554
ENSG00000196268	ZNF493	-0.8	0.038648980617565
ENSG00000196275	GTF2IRD2	-0.5	0.209312465050947
ENSG00000196284	SUPT3H	-0.2	0.51586312107491
ENSG00000196290	NIF3L1	0.1	0.706528308676094
ENSG00000196295	GARS1-DT	-0.1	0.45987994234129
ENSG00000196296	ATP2A1	0.6	0.134691175505709
ENSG00000196305	IARS1	-0.6	0.039355889518192
ENSG00000196312	MFSD14C	-0.8	0.0052590742990765
ENSG00000196313	POM121	-0.5	0.016180050673044
ENSG00000196323	ZBTB44	-0.7	0.0936576124045371
ENSG00000196329	GIMAP5	-0.6	0.0715093603641788
ENSG00000196338	NLGN3	0.6	0.0403774878839172
ENSG00000196345	ZKSCAN7	-0.4	0.246139446821215
ENSG00000196352	CD55	0.3	0.387291944047406
ENSG00000196357	ZNF565	0.1	0.903746006851163
ENSG00000196358	NTNG2	0.8	0.0273751821293349
ENSG00000196363	WDR5	-0.1	0.320308605757161
ENSG00000196365	LONP1	0.1	0.666384115933078
ENSG00000196367	TRRAP	-0.4	0.0288007588402075
ENSG00000196371	FUT4	-0.5	0.137578199976337
ENSG00000196372	ASB13	0.2	0.330426862287335
ENSG00000196378	ZNF34	0.1	0.705568866877399
ENSG00000196381	ZNF781	-0.5	0.312252253585541
ENSG00000196387	ZNF140	-0.2	0.353919439187098
ENSG00000196388	INCA1	-0.2	0.584921903609298
ENSG00000196396	PTPN1	-0.1	0.69196653419228
ENSG00000196405	EVL	-0.2	0.232332854781391
ENSG00000196411	EPHB4	0.6	0.197188068943034
ENSG00000196415	PRTN3	0.4	0.505158330039946
ENSG00000196417	ZNF765	-0.1	0.758072629779496
ENSG00000196418	ZNF124	-0.5	0.148974916057992
ENSG00000196419	XRCC6	0.2	0.262955441923458
ENSG00000196420	S100A5	0.1	0.924742717149909
ENSG00000196421	C20orf204	-1.2	0.025314404484767
ENSG00000196422	PPP1R26	-0.4	0.147465475506637
ENSG00000196428	TSC22D2	-0.9	0.0159885731823055
ENSG00000196436	NPIPB15	-0.2	0.70920954392861
ENSG00000196437	ZNF569	-0.3	0.559218028691695
ENSG00000196440	ARMCX4	-0.8	0.0245606951477401
ENSG00000196449	YRDC	-0.2	0.426942970131842
ENSG00000196455	PIK3R4	-0.3	0.358355920360622
ENSG00000196456	ZNF775	1.0	0.0195606339841956
ENSG00000196458	ZNF605	-1.1	0.00750586526243707
ENSG00000196459	TRAPPC2	-0.3	0.179191577808522
ENSG00000196465	MYL6B	0.5	0.197843151349383
ENSG00000196466	ZNF799	-0.4	0.386488461109072
ENSG00000196470	SIAH1	-0.5	0.0607576312806638
ENSG00000196497	IPO4	0.6	0.278815532770158
ENSG00000196502	SULT1A1	0.2	0.614390346281604
ENSG00000196504	PRPF40A	-0.2	0.635057857664999
ENSG00000196505	GDAP2	-0.2	0.68825987454673
ENSG00000196507	TCEAL3	0.2	0.560315083480725
ENSG00000196517	SLC6A9	0.1	0.838878458773522
ENSG00000196531	NACA	0.3	0.312160245336458
ENSG00000196535	MYO18A	-0.1	0.393432040972097
ENSG00000196542	SPTSSB	-0.3	0.570348094197063
ENSG00000196544	BORCS6	0.6	0.0613978948412353
ENSG00000196547	MAN2A2	-0.2	0.382073168006548
ENSG00000196562	SULF2	0.2	0.553887730166638
ENSG00000196565	HBG2	1.0	0.071013092733398
ENSG00000196569	LAMA2	-0.8	0.114746623207568
ENSG00000196576	PLXNB2	0.2	0.592234651152174
ENSG00000196581	AJAP1	-0.5	0.418996615601652
ENSG00000196586	MYO6	-0.5	0.358128985126731
ENSG00000196588	MRTFA	0.3	0.208370623127639
ENSG00000196591	HDAC2	-0.3	0.36918171006835
ENSG00000196597	ZNF782	-0.5	0.190786887455768
ENSG00000196605	ZNF846	-0.4	0.165412198993248
ENSG00000196628	TCF4	-0.8	0.0222063237799518
ENSG00000196636	SDHAF3	-0.1	0.784184548687098
ENSG00000196642	RABL6	0.7	0.0585224154092417
ENSG00000196646	ZNF136	-0.2	0.634314743592369
ENSG00000196652	ZKSCAN5	0.3	0.247438452718305
ENSG00000196653	ZNF502	0.1	0.883261945119457
ENSG00000196655	TRAPPC4	0.4	0.0605165280318177
ENSG00000196659	TTC30B	-0.2	0.570605343512942
ENSG00000196663	TECPR2	0.3	0.426896100198707
ENSG00000196668	LINC00173	0.8	0.0385584911738422
ENSG00000196670	ZFP62	-0.7	0.0406119948681722
ENSG00000196683	TOMM7	1.1	0.0104296780364038
ENSG00000196684	HSH2D	0.9	0.0144338942304408
ENSG00000196689	TRPV1	-0.2	0.557891789917533
ENSG00000196693	ZNF33B	-0.5	0.0831776848991719
ENSG00000196696	PDXDC2P-NPIPB14P	-0.1	0.76073570447993
ENSG00000196700	ZNF512B	-0.5	0.0758382709327041
ENSG00000196704	AMZ2	0.1	0.499171633877394
ENSG00000196705	ZNF431	-0.6	0.0434627807779275
ENSG00000196712	NF1	-0.4	0.124589083917344
ENSG00000196715	VKORC1L1	-0.2	0.509739028135526
ENSG00000196724	ZNF418	-0.5	0.197843151349383
ENSG00000196730	DAPK1	-0.4	0.266094265467187
ENSG00000196735	HLA-DQA1	0.8	0.037645217268386
ENSG00000196743	GM2A	0.7	0.0278933377994253
ENSG00000196756	SNHG17	0.5	0.152134443982852
ENSG00000196757	ZNF700	-0.6	0.212090282901588
ENSG00000196776	CD47	-0.5	0.119774558868809
ENSG00000196778	OR52K1	-0.1	0.847629563955598
ENSG00000196781	TLE1	-0.6	0.0789400134423245
ENSG00000196782	MAML3	-0.1	0.704633396128711
ENSG00000196787	H2AC11	-0.1	0.832168898371399
ENSG00000196792	STRN3	-0.7	0.0997191763831179
ENSG00000196793	ZNF239	-0.6	0.21175159373158
ENSG00000196810	CTBP1-DT	-0.4	0.0646003437292272
ENSG00000196821	ILRUN	0.2	0.176079365259539
ENSG00000196839	ADA	0.4	0.137484576431957
ENSG00000196843	ARID5A	0.8	0.0411285558039935
ENSG00000196850	PPTC7	-0.6	0.114260624442862
ENSG00000196865	NHLRC2	-0.9	0.0403987087914051
ENSG00000196867	ZFP28	-0.4	0.336042910364801
ENSG00000196872	CRACDL	0.4	0.308686163895559
ENSG00000196873	CBWD3	-0.1	0.871372261032485
ENSG00000196878	LAMB3	0.1	0.801375320729197
ENSG00000196911	KPNA5	-1.1	0.023252825508182
ENSG00000196912	ANKRD36B	-0.3	0.53044850389726
ENSG00000196914	ARHGEF12	-0.2	0.612491189115835
ENSG00000196922	ZNF252P	-0.2	0.586435604141838
ENSG00000196923	PDLIM7	1.1	0.0154057385271688
ENSG00000196924	FLNA	0.2	0.334429257807223
ENSG00000196935	SRGAP1	-1.2	0.0151129893952471
ENSG00000196937	FAM3C	-0.8	0.0426696335571469
ENSG00000196950	SLC39A10	-0.7	0.0597081564364217
ENSG00000196954	CASP4	0.6	0.0144163925042116
ENSG00000196961	AP2A1	0.3	0.137368987749609
ENSG00000196967	ZNF585A	-0.6	0.092615705718813
ENSG00000196968	FUT11	-0.2	0.387291944047406
ENSG00000196976	LAGE3	0.5	0.183446681522421
ENSG00000196981	WDR5B	-0.6	0.110638230668328
ENSG00000196998	WDR45	0.6	0.0255167098605693
ENSG00000197006	METTL9	0.4	0.0255959343197274
ENSG00000197008	ZNF138	-0.2	0.601751603210342
ENSG00000197013	ZNF429	0.1	0.837127011779151
ENSG00000197016	ZNF470	-0.8	0.0298312102472083
ENSG00000197019	SERTAD1	0.7	0.072736860463883
ENSG00000197020	ZNF100	-1.1	0.0139134817303573
ENSG00000197021	EOLA2	0.1	0.73483864802056
ENSG00000197024	ZNF398	-0.2	0.4637530253746
ENSG00000197037	ZSCAN25	-0.5	0.0406957684366162
ENSG00000197043	ANXA6	0.1	0.620405481781428
ENSG00000197044	ZNF441	-0.6	0.147224748368623
ENSG00000197045	GMFB	-0.5	0.231677703309253
ENSG00000197046	SIGLEC15	-0.1	0.805665170797496
ENSG00000197050	ZNF420	-0.1	0.841452702959117
ENSG00000197054	ZNF763	-0.2	0.462234978858907
ENSG00000197056	ZMYM1	-0.8	0.0932549455616036
ENSG00000197057	DTHD1	-0.7	0.177713573115327
ENSG00000197062	ZSCAN26	0.1	0.841762367027142
ENSG00000197063	MAFG	-0.2	0.487809755125268
ENSG00000197070	ARRDC1	0.8	0.0463605550078473
ENSG00000197077	KIAA1671	-0.3	0.565642238467696
ENSG00000197081	IGF2R	-0.2	0.600242435510062
ENSG00000197093	GAL3ST4	-0.3	0.322222803552183
ENSG00000197102	DYNC1H1	-0.1	0.522421592829834
ENSG00000197111	PCBP2	0.3	0.0897183867536234
ENSG00000197114	ZGPAT	0.5	0.107902828894518
ENSG00000197119	SLC25A29	0.3	0.423656986464655
ENSG00000197121	PGAP1	-1.0	0.0234972000618366
ENSG00000197122	SRC	0.3	0.429083639024055
ENSG00000197124	ZNF682	-0.8	0.0865734500602095
ENSG00000197128	ZNF772	-0.3	0.622741811928516
ENSG00000197136	PCNX3	0.3	0.148401894113154
ENSG00000197142	ACSL5	-0.2	0.432035333807396
ENSG00000197147	LRRC8B	-0.4	0.425888257544646
ENSG00000197150	ABCB8	0.2	0.417574918030658
ENSG00000197162	ZNF785	-0.1	0.671314904213536
ENSG00000197165	SULT1A2	1.3	0.00939870496128635
ENSG00000197170	PSMD12	-0.2	0.406379812167065
ENSG00000197180	CH17-340M24.3	0.9	0.077622920817369
ENSG00000197182	MIRLET7BHG	0.9	0.0255864153717346
ENSG00000197183	NOL4L	-0.3	0.176858078460377
ENSG00000197208	SLC22A4	0.4	0.15425595237115
ENSG00000197217	ENTPD4	-0.3	0.170477008849047
ENSG00000197223	C1D	-0.3	0.384359517928111
ENSG00000197226	TBC1D9B	-0.1	0.743651379439606
ENSG00000197249	SERPINA1	0.9	0.00882213655368532
ENSG00000197256	KANK2	-0.4	0.338573071975024
ENSG00000197258	EIF4BP6	-0.4	0.470917313458651
ENSG00000197265	GTF2E2	0.2	0.370618920271019
ENSG00000197272	IL27	0.5	0.210377940528504
ENSG00000197283	SYNGAP1	-0.5	0.0186755481165629
ENSG00000197296	FITM2	-0.5	0.0774169839889135
ENSG00000197299	BLM	-0.2	0.56865300169928
ENSG00000197302	ZNF720	-0.7	0.0481131825824971
ENSG00000197312	DDI2	-0.7	0.0353912537735353
ENSG00000197321	SVIL	-0.3	0.387291944047406
ENSG00000197323	TRIM33	-0.4	0.22434435901822
ENSG00000197324	LRP10	0.5	0.0739437758923771
ENSG00000197329	PELI1	-0.4	0.402014828767569
ENSG00000197343	ZNF655	-0.4	0.10569354500545
ENSG00000197345	MRPL21	0.9	0.029886512003721
ENSG00000197353	LYPD2	1.1	0.0392397675625703
ENSG00000197355	UAP1L1	-0.1	0.740494440911476
ENSG00000197362	ZNF786	-0.3	0.224629182671974
ENSG00000197363	ZNF517	0.3	0.429145639186029
ENSG00000197372	ZNF675	-0.3	0.467134341621467
ENSG00000197375	SLC22A5	-0.4	0.23660656573424
ENSG00000197381	ADARB1	-0.3	0.074017926017898
ENSG00000197385	ZNF860	-1.1	0.0380056760170502
ENSG00000197386	HTT	-0.1	0.399439315630998
ENSG00000197405	C5AR1	0.3	0.264636089571686
ENSG00000197415	VEPH1	0.4	0.393976518746518
ENSG00000197417	SHPK	0.2	0.56157215291333
ENSG00000197429	IPP	-0.4	0.209597468040579
ENSG00000197442	MAP3K5	-0.1	0.891183667325412
ENSG00000197448	GSTK1	0.5	0.106968833161256
ENSG00000197451	HNRNPAB	0.1	0.322581138119192
ENSG00000197457	STMN3	0.3	0.440971563690289
ENSG00000197461	PDGFA	0.4	0.439941674512907
ENSG00000197465	GYPE	-0.5	0.355965450249074
ENSG00000197467	COL13A1	0.3	0.618817930165024
ENSG00000197471	SPN	-0.4	0.0867319716659191
ENSG00000197483	ZNF628	0.6	0.175911570786098
ENSG00000197497	ZNF665	-0.7	0.0549765571067259
ENSG00000197498	RPF2	-0.1	0.885853425646625
ENSG00000197520	FAM177B	-0.3	0.570499686133449
ENSG00000197530	MIB2	0.5	0.221298480605597
ENSG00000197535	MYO5A	-0.5	0.124919971266622
ENSG00000197540	GZMM	0.6	0.196286623295341
ENSG00000197548	ATG7	0.6	0.00715485497299646
ENSG00000197549	PRAMENP	-0.5	0.330119266292873
ENSG00000197555	SIPA1L1	0.3	0.11629617176994
ENSG00000197558	SSPOP	0.4	0.2528049462687
ENSG00000197561	ELANE	0.5	0.399732252357654
ENSG00000197562	RAB40C	0.6	0.0655707610777009
ENSG00000197563	PIGN	-0.3	0.354215717470372
ENSG00000197566	ZNF624	-0.4	0.439066749316641
ENSG00000197579	TOPORS	-0.4	0.354618127334355
ENSG00000197586	ENTPD6	0.1	0.851804185516807
ENSG00000197599	CCDC154	0.4	0.378531660121741
ENSG00000197601	FAR1	-0.6	0.164767341647585
ENSG00000197603	CPLANE1	-0.3	0.368461670627968
ENSG00000197608	ZNF841	-0.3	0.29289447118793
ENSG00000197619	ZNF615	-0.3	0.450961097043469
ENSG00000197620	EOLA1	0.1	0.810713198973838
ENSG00000197622	CDC42SE1	0.3	0.117457766262009
ENSG00000197629	MPEG1	0.2	0.4519334481051
ENSG00000197632	SERPINB2	0.9	0.0310547962468366
ENSG00000197635	DPP4	-0.3	0.291135309464471
ENSG00000197647	ZNF433	-0.6	0.247438452718305
ENSG00000197670	ENSG00000197670	-0.5	0.19405581553814
ENSG00000197696	NMB	0.6	0.286068938334246
ENSG00000197705	KLHL14	-1.1	0.0153169859988182
ENSG00000197712	FAM114A1	-0.1	0.732716489247878
ENSG00000197713	RPE	-0.4	0.22363337039805
ENSG00000197714	ZNF460	-0.1	0.80096480993344
ENSG00000197721	CR1L	0.7	0.197160065648607
ENSG00000197724	PHF2	-0.5	0.0822614330143813
ENSG00000197728	RPS26	0.8	0.117799323079353
ENSG00000197746	PSAP	0.3	0.12746587153244
ENSG00000197747	S100A10	0.4	0.159261451079913
ENSG00000197756	RPL37A	0.5	0.126539790735946
ENSG00000197763	TXNRD3	0.1	0.808220553280669
ENSG00000197766	CFD	0.8	0.155889132158467
ENSG00000197771	MCMBP	-0.1	0.78126355485479
ENSG00000197774	EME2	0.3	0.403520982776734
ENSG00000197776	KLHDC1	-1.2	0.0215823762306252
ENSG00000197779	ZNF81	-0.3	0.46957585816968
ENSG00000197782	ZNF780A	-0.4	0.158634999374098
ENSG00000197785	ATAD3A	0.6	0.0980377016027179
ENSG00000197808	ZNF461	-0.6	0.0904909373181277
ENSG00000197813	ENSG00000197813	-0.1	0.772430888174455
ENSG00000197815	ENSG00000197815	-0.1	0.787266153614484
ENSG00000197816	CCDC180	-0.2	0.554099874293649
ENSG00000197818	SLC9A8	0.4	0.161700509972988
ENSG00000197837	H4-16	-0.1	0.90830674840106
ENSG00000197841	ZNF181	-1.1	0.00792449068279657
ENSG00000197847	SLC22A20P	-0.3	0.583386714730237
ENSG00000197852	INKA2	0.5	0.178952021061249
ENSG00000197857	ZNF44	-0.3	0.113775371873982
ENSG00000197858	GPAA1	0.6	0.0914169015221508
ENSG00000197860	SGTB	-0.6	0.101361742587988
ENSG00000197863	ZNF790	-0.6	0.144073374266257
ENSG00000197872	CYRIA	0.3	0.198478782029863
ENSG00000197879	MYO1C	0.1	0.735254662579648
ENSG00000197880	MDS2	-0.2	0.6597156072663
ENSG00000197885	NKIRAS1	0.1	0.787908108055732
ENSG00000197892	KIF13B	-0.2	0.34382824911845
ENSG00000197894	ADH5	0.2	0.547031149906036
ENSG00000197903	H2BC12	0.8	0.0579634291408531
ENSG00000197928	ZNF677	-0.7	0.107919018273042
ENSG00000197930	ERO1A	0.2	0.520337425474014
ENSG00000197933	ZNF823	-0.2	0.69664049620531
ENSG00000197937	ZNF347	-0.2	0.464472059318611
ENSG00000197943	PLCG2	0.3	0.0567353191722877
ENSG00000197948	FCHSD1	0.4	0.1635082354202
ENSG00000197951	ZNF71	0.3	0.345873276976549
ENSG00000197956	S100A6	1.3	0.00377415934711295
ENSG00000197958	RPL12	0.8	0.0248818696116042
ENSG00000197959	DNM3	-0.2	0.697171842715665
ENSG00000197961	ZNF121	-0.6	0.0701534920302066
ENSG00000197965	MPZL1	0.9	0.00843394823285771
ENSG00000197969	VPS13A	-1.0	0.0298722838742624
ENSG00000197971	MBP	0.1	0.771885077209273
ENSG00000197976	AKAP17A	0.1	0.71810542669379
ENSG00000197978	GOLGA6L9	-1.1	0.0438161207043977
ENSG00000197982	C1orf122	1.2	0.00546697211997008
ENSG00000197989	SNHG12	-0.3	0.21248310040453
ENSG00000197992	CLEC9A	-0.1	0.849190774529531
ENSG00000197993	KEL	0.5	0.272042511078586
ENSG00000198000	NOL8	-0.4	0.253810055928071
ENSG00000198001	IRAK4	-0.1	0.58256526546355
ENSG00000198003	ODAD3	0.7	0.129798885359488
ENSG00000198015	MRPL42	-0.4	0.144592799626004
ENSG00000198018	ENTPD7	-0.5	0.23551030310907
ENSG00000198019	FCGR1B	0.1	0.830646809428618
ENSG00000198026	ZNF335	0.3	0.125389103168264
ENSG00000198034	RPS4X	0.5	0.0917777909716754
ENSG00000198039	ZNF273	-0.3	0.474018123048266
ENSG00000198040	ZNF84	-0.8	0.039595541771442
ENSG00000198042	MAK16	-0.1	0.738444308775924
ENSG00000198046	ZNF667	-0.7	0.235952134205896
ENSG00000198055	GRK6	0.7	0.0445247274118485
ENSG00000198056	PRIM1	-0.3	0.42864702362095
ENSG00000198060	MARCHF5	-0.2	0.448002752626
ENSG00000198064	NPIPB13	-0.8	0.100410727207242
ENSG00000198081	ZBTB14	-0.7	0.09925966949166
ENSG00000198087	CD2AP	-0.8	0.0656359670468715
ENSG00000198089	SFI1	0.1	0.820938668371663
ENSG00000198093	ZNF649	-0.5	0.142116579942395
ENSG00000198105	ZNF248	-0.6	0.0387869926868849
ENSG00000198106	ENSG00000198106	-0.7	0.206013907039199
ENSG00000198113	TOR4A	0.5	0.0999287526266978
ENSG00000198121	LPAR1	-0.2	0.661506537406988
ENSG00000198130	HIBCH	-0.3	0.314367862304874
ENSG00000198131	ZNF544	-0.2	0.436798848398514
ENSG00000198133	TMEM229B	-0.1	0.800869961151146
ENSG00000198146	ZNF770	-0.9	0.0735334609846042
ENSG00000198160	MIER1	-0.4	0.235498692722669
ENSG00000198162	MAN1A2	-0.7	0.0940845156991666
ENSG00000198168	SVIP	-0.4	0.266400608858811
ENSG00000198169	ZNF251	-0.5	0.0185612559112778
ENSG00000198171	DDRGK1	0.5	0.0684830929813177
ENSG00000198176	TFDP1	-0.3	0.221298480605597
ENSG00000198178	CLEC4C	-0.4	0.417269864374399
ENSG00000198182	ZNF607	-0.3	0.344346816944458
ENSG00000198189	HSD17B11	0.6	0.0276356241083115
ENSG00000198198	SZT2	0.1	0.404036212917269
ENSG00000198205	ZXDA	-0.8	0.0525579361789366
ENSG00000198208	RPS6KL1	-0.3	0.463656890288401
ENSG00000198216	CACNA1E	0.1	0.803249663718614
ENSG00000198218	QRICH1	-0.2	0.374778320183917
ENSG00000198223	CSF2RA	1.0	3.98992882567046E-4
ENSG00000198225	FKBP1C	0.3	0.60644786849396
ENSG00000198231	DDX42	-0.4	0.117848868422583
ENSG00000198242	RPL23A	0.5	0.111440345986338
ENSG00000198246	SLC29A3	0.2	0.300183195560803
ENSG00000198252	STYX	-0.8	0.0436306579820019
ENSG00000198258	UBL5	1.3	0.00323391456952912
ENSG00000198265	HELZ	-0.5	0.100770793161353
ENSG00000198270	TMEM116	-0.2	0.480064789060925
ENSG00000198286	CARD11	-0.4	0.0360221600533215
ENSG00000198298	ZNF485	-0.5	0.16049328645534
ENSG00000198301	SDAD1	-0.1	0.780197631881676
ENSG00000198315	ZKSCAN8	-0.4	0.186120881340895
ENSG00000198324	PHETA1	0.5	0.0897992697315253
ENSG00000198331	HYLS1	0.3	0.47074337681195
ENSG00000198336	MYL4	1.2	0.0156726346963412
ENSG00000198346	ZNF813	-0.2	0.60673838028012
ENSG00000198353	HOXC4	0.2	0.630275406260814
ENSG00000198355	PIM3	0.4	0.342018053248526
ENSG00000198356	GET3	0.7	0.0447079409094012
ENSG00000198363	ASPH	-0.3	0.400146865526268
ENSG00000198369	SPRED2	-0.2	0.705512539976349
ENSG00000198373	WWP2	0.3	0.109494511503086
ENSG00000198380	GFPT1	-0.5	0.0931239036288942
ENSG00000198382	UVRAG	-0.3	0.324997864672905
ENSG00000198393	ZNF26	-0.9	0.0063945606574363
ENSG00000198399	ITSN2	-0.6	0.0758275033378878
ENSG00000198400	NTRK1	0.6	0.288678871241343
ENSG00000198408	OGA	-0.5	0.129243854992381
ENSG00000198417	MT1F	0.7	0.0424910287584324
ENSG00000198420	TCAF1	-0.7	0.0788927103572317
ENSG00000198429	ZNF69	-0.2	0.626425984209099
ENSG00000198431	TXNRD1	-0.2	0.551026931849512
ENSG00000198453	ZNF568	-0.7	0.0695412884331699
ENSG00000198455	ZXDB	-0.6	0.042482596979701
